Categoria;Tipo;Modelo;Servicio;Precio;Imagen;TipoServicio;ManoDeObra
iPhone;iPhone X;iPhone XR;Pantalla;261;xr.png;Normal;
iPhone;iPhone X;iPhone XR;Batería;99;xr.png;Normal;
iPhone;iPhone X;iPhone XR;Cámara trasera;142;xr.png;Normal;
iPhone;iPhone X;iPhone XR;TrueDepth (Cámara frontal);196;xr.png;Normal;
iPhone;iPhone X;iPhone XR;Altavoz inferior;138;xr.png;Normal;
iPhone;iPhone X;iPhone XR;Taptic Engine (Vibrador);Consultar con el técnico;xr.png;Normal;
iPhone;iPhone X;iPhone XR;Bandeja SIM;15;xr.png;Normal;
iPhone;iPhone X;iPhone XR;Otros daños (SWAP);99;xr.png;AppleCare;
iPhone;iPhone X;iPhone XR;Pantalla;29;xr.png;AppleCare;
iPhone;iPhone X;iPhone XR;Batería;0;xr.png;AppleCare;
iPhone;iPhone 8;iPhone 8 Plus;SWAP;441;8plus.png;Normal;
iPhone;iPhone 8;iPhone 8 Plus;Pantalla;231;8plus.png;Normal;
iPhone;iPhone 8;iPhone 8 Plus;Batería;79;8plus.png;Normal;
iPhone;iPhone 8;iPhone 8 Plus;Cámara trasera;127;8plus.png;Normal;
iPhone;iPhone 8;iPhone 8 Plus;Altavoz inferior;138;8plus.png;Normal;
iPhone;iPhone 8;iPhone 8 Plus;Taptic Engine (Vibrador);Consultar con el técnico;8plus.png;Normal;
iPhone;iPhone 8;iPhone 8 Plus;Bandeja SIM;15;8plus.png;Normal;
iPhone;iPhone 8;iPhone 8 Plus;Otros daños (SWAP);99;8plus.png;AppleCare;
iPhone;iPhone 8;iPhone 8 Plus;Pantalla;29;8plus.png;AppleCare;
iPhone;iPhone 8;iPhone 8 Plus;Batería;0;8plus.png;AppleCare;
iPhone;iPhone 8;iPhone 8;SWAP;441;8.png;Normal;
iPhone;iPhone 8;iPhone 8;Pantalla;207;8.png;Normal;
iPhone;iPhone 8;iPhone 8;Batería;79;8.png;Normal;
iPhone;iPhone 8;iPhone 8;Cámara trasera;127;8.png;Normal;
iPhone;iPhone 8;iPhone 8;Altavoz inferior;138;8.png;Normal;
iPhone;iPhone 8;iPhone 8;Taptic Engine (Vibrador);Consultar con el técnico;8.png;Normal;
iPhone;iPhone 8;iPhone 8;Bandeja SIM;15;8.png;Normal;
iPhone;iPhone 8;iPhone 8;Otros daños (SWAP);99;8.png;AppleCare;
iPhone;iPhone 8;iPhone 8;Pantalla;29;8.png;AppleCare;
iPhone;iPhone 8;iPhone 8;Batería;0;8.png;AppleCare;
iPhone;iPhone SE;iPhone SE (3.ª generación);SWAP;421;se3.png;Normal;
iPhone;iPhone SE;iPhone SE (3.ª generación);Pantalla;207;se3.png;Normal;
iPhone;iPhone SE;iPhone SE (3.ª generación);Batería;79;se3.png;Normal;
iPhone;iPhone SE;iPhone SE (3.ª generación);Cámara trasera;127;se3.png;Normal;
iPhone;iPhone SE;iPhone SE (3.ª generación);Altavoz inferior;105;se3.png;Normal;
iPhone;iPhone SE;iPhone SE (3.ª generación);Taptic Engine (Vibrador);Consultar con el técnico;se3.png;AppleCare;
iPhone;iPhone SE;iPhone SE (3.ª generación);Bandeja SIM;15;se3.png;AppleCare;
iPhone;iPhone SE;iPhone SE (3.ª generación);Otros daños (SWAP);99;se3.png;AppleCare;
iPhone;iPhone SE;iPhone SE (3.ª generación);Pantalla;29;se3.png;AppleCare;
iPhone;iPhone SE;iPhone SE (3.ª generación);Batería;0;se3.png;AppleCare;
iPhone;iPhone SE;iPhone SE (2.ª generación);SWAP;361;se2.png;Normal;
iPhone;iPhone SE;iPhone SE (2.ª generación);Pantalla;207;se2.png;Normal;
iPhone;iPhone SE;iPhone SE (2.ª generación);Batería;79;se2.png;Normal;
iPhone;iPhone SE;iPhone SE (2.ª generación);Cámara trasera;127;se2.png;Normal;
iPhone;iPhone SE;iPhone SE (2.ª generación);Altavoz inferior;105;se2.png;Normal;
iPhone;iPhone SE;iPhone SE (2.ª generación);Taptic Engine (Vibrador);Consultar con el técnico;se2.png;AppleCare;
iPhone;iPhone SE;iPhone SE (2.ª generación);Bandeja SIM;15;se2.png;AppleCare;
iPhone;iPhone SE;iPhone SE (2.ª generación);Otros daños (SWAP);99;se2.png;AppleCare;
iPhone;iPhone SE;iPhone SE (2.ª generación);Pantalla;29;se2.png;AppleCare;
iPhone;iPhone SE;iPhone SE (2.ª generación);Batería;0;se2.png;AppleCare;
AirPods;AirPods Max 2;AirPods Max 2;Otros daños;Consultar al técnico;airpodsmax2.png;Normal;
AirPods;AirPods Max 2;AirPods Max 2;Batería;121;airpodsmax2.png;Normal;
AirPods;AirPods Max 2;AirPods Max 2;Otros daños;29;airpodsmax2.png;AppleCare;
AirPods;AirPods Max 2;AirPods Max 2;Batería;0;airpodsmax2.png;AppleCare;
AirPods;AirPods Max 1;AirPods Max 1;Otros daños;Consultar al técnico;airpodsmax1.png;Normal;
AirPods;AirPods Max 1;AirPods Max 1;Batería;121;airpodsmax1.png;Normal;
AirPods;AirPods Max 1;AirPods Max 1;Otros daños;29;airpodsmax1.png;AppleCare;
AirPods;AirPods Max 1;AirPods Max 1;Batería;0;airpodsmax1.png;AppleCare;
AirPods;AirPods Pro 3;AirPods Pro 3;AirPod izquierdo;121;airpodspro3.png;Normal;
AirPods;AirPods Pro 3;AirPods Pro 3;AirPod derecho;121;airpodspro3.png;Normal;
AirPods;AirPods Pro 3;AirPods Pro 3;Estuche;121;airpodspro3.png;Normal;
AirPods;AirPods Pro 3;AirPods Pro 3;AirPod izquierdo por batería;69;airpodspro3.png;Normal;
AirPods;AirPods Pro 3;AirPods Pro 3;AirPod derecho por batería;69;airpodspro3.png;Normal;
AirPods;AirPods Pro 3;AirPods Pro 3;Estuche por batería;69;airpodspro3.png;Normal;
AirPods;AirPods Pro 3;AirPods Pro 3;Otros daños;29;airpodspro3.png;AppleCare;
AirPods;AirPods Pro 3;AirPods Pro 3;Batería;0;airpodspro3.png;AppleCare;
AirPods;AirPods Pro 2 (USB-C);AirPods Pro 2 (USB-C);AirPod izquierdo;121;airpodspro2.png;Normal;
AirPods;AirPods Pro 2 (USB-C);AirPods Pro 2 (USB-C);AirPod derecho;121;airpodspro2.png;Normal;
AirPods;AirPods Pro 2 (USB-C);AirPods Pro 2 (USB-C);Estuche;121;airpodspro2.png;Normal;
AirPods;AirPods Pro 2 (USB-C);AirPods Pro 2 (USB-C);AirPod izquierdo por batería;69;airpodspro2.png;Normal;
AirPods;AirPods Pro 2 (USB-C);AirPods Pro 2 (USB-C);AirPod derecho por batería;69;airpodspro2.png;Normal;
AirPods;AirPods Pro 2 (USB-C);AirPods Pro 2 (USB-C);Estuche por batería;69;airpodspro2.png;Normal;
AirPods;AirPods Pro 2 (USB-C);AirPods Pro 2 (USB-C);Otros daños;29;airpodspro2.png;AppleCare;
AirPods;AirPods Pro 2 (USB-C);AirPods Pro 2 (USB-C);Batería;0;airpodspro2.png;AppleCare;
AirPods;AirPods Pro 2 (Lightning);AirPods Pro 2 (Lightning);AirPod izquierdo;121;airpodspro2.png;Normal;
AirPods;AirPods Pro 2 (Lightning);AirPods Pro 2 (Lightning);AirPod derecho;121;airpodspro2.png;Normal;
AirPods;AirPods Pro 2 (Lightning);AirPods Pro 2 (Lightning);Estuche;121;airpodspro2.png;Normal;
AirPods;AirPods Pro 2 (Lightning);AirPods Pro 2 (Lightning);AirPod izquierdo por batería;69;airpodspro2.png;Normal;
AirPods;AirPods Pro 2 (Lightning);AirPods Pro 2 (Lightning);AirPod derecho por batería;69;airpodspro2.png;Normal;
AirPods;AirPods Pro 2 (Lightning);AirPods Pro 2 (Lightning);Estuche por batería;69;airpodspro2.png;Normal;
AirPods;AirPods Pro 2 (Lightning);AirPods Pro 2 (Lightning);Otros daños;29;airpodspro2.png;AppleCare;
AirPods;AirPods Pro 2 (Lightning);AirPods Pro 2 (Lightning);Batería;0;airpodspro2.png;AppleCare;
AirPods;AirPods Pro 1 (Magsafe);AirPods Pro 1 (Magsafe);AirPod izquierdo;121;airpodspro1.png;Normal;
AirPods;AirPods Pro 1 (Magsafe);AirPods Pro 1 (Magsafe);AirPod derecho;121;airpodspro1.png;Normal;
AirPods;AirPods Pro 1 (Magsafe);AirPods Pro 1 (Magsafe);Estuche;121;airpodspro1.png;Normal;
AirPods;AirPods Pro 1 (Magsafe);AirPods Pro 1 (Magsafe);AirPod izquierdo por batería;69;airpodspro1.png;Normal;
AirPods;AirPods Pro 1 (Magsafe);AirPods Pro 1 (Magsafe);AirPod derecho por batería;69;airpodspro1.png;Normal;
AirPods;AirPods Pro 1 (Magsafe);AirPods Pro 1 (Magsafe);Estuche por batería;69;airpodspro1.png;Normal;
AirPods;AirPods Pro 1 (Magsafe);AirPods Pro 1 (Magsafe);Otros daños;29;airpodspro1.png;AppleCare;
AirPods;AirPods Pro 1 (Magsafe);AirPods Pro 1 (Magsafe);Batería;0;airpodspro1.png;AppleCare;
AirPods;AirPods Pro 1 (inálambricos);AirPods Pro 1 (inálambricos);AirPod izquierdo;121;airpodspro1.png;Normal;
AirPods;AirPods Pro 1 (inálambricos);AirPods Pro 1 (inálambricos);AirPod derecho;121;airpodspro1.png;Normal;
AirPods;AirPods Pro 1 (inálambricos);AirPods Pro 1 (inálambricos);Estuche;121;airpodspro1.png;Normal;
AirPods;AirPods Pro 1 (inálambricos);AirPods Pro 1 (inálambricos);AirPod izquierdo por batería;69;airpodspro1.png;Normal;
AirPods;AirPods Pro 1 (inálambricos);AirPods Pro 1 (inálambricos);AirPod derecho por batería;69;airpodspro1.png;Normal;
AirPods;AirPods Pro 1 (inálambricos);AirPods Pro 1 (inálambricos);Estuche por batería;69;airpodspro1.png;Normal;
AirPods;AirPods Pro 1 (inálambricos);AirPods Pro 1 (inálambricos);Otros daños;29;airpodspro1.png;AppleCare;
AirPods;AirPods Pro 1 (inálambricos);AirPods Pro 1 (inálambricos);Batería;0;airpodspro1.png;AppleCare;
AirPods;AirPods 4 (ANC);AirPods 4 (ANC);AirPod izquierdo;101;airpods4.png;Normal;
AirPods;AirPods 4 (ANC);AirPods 4 (ANC);AirPod derecho;101;airpods4.png;Normal;
AirPods;AirPods 4 (ANC);AirPods 4 (ANC);Estuche Magsafe;101;airpods4.png;Normal;
AirPods;AirPods 4 (ANC);AirPods 4 (ANC);AirPod izquierdo por batería;69;airpods4.png;Normal;
AirPods;AirPods 4 (ANC);AirPods 4 (ANC);AirPod derecho por batería;69;airpods4.png;Normal;
AirPods;AirPods 4 (ANC);AirPods 4 (ANC);Estuche por batería;69;airpods4.png;Normal;
AirPods;AirPods 4 (ANC);AirPods 4 (ANC);Otros daños;29;airpods4.png;AppleCare;
AirPods;AirPods 4 (ANC);AirPods 4 (ANC);Batería;0;airpods4.png;AppleCare;
AirPods;AirPods 4;AirPods 4;AirPod izquierdo;101;airpods4.png;Normal;
AirPods;AirPods 4;AirPods 4;AirPod derecho;101;airpods4.png;Normal;
AirPods;AirPods 4;AirPods 4;Estuche Lightning;91;airpods4.png;Normal;
AirPods;AirPods 4;AirPods 4;AirPod izquierdo por batería;69;airpods4.png;Normal;
AirPods;AirPods 4;AirPods 4;AirPod derecho por batería;69;airpods4.png;Normal;
AirPods;AirPods 4;AirPods 4;Estuche por batería;69;airpods4.png;Normal;
AirPods;AirPods 4;AirPods 4;Otros daños;29;airpods4.png;AppleCare;
AirPods;AirPods 4;AirPods 4;Batería;0;airpods4.png;AppleCare;
AirPods;AirPods 3 (MagSafe);AirPods 3 (MagSafe);AirPod izquierdo;101;airpods3.png;Normal;
AirPods;AirPods 3 (MagSafe);AirPods 3 (MagSafe);AirPod derecho;101;airpods3.png;Normal;
AirPods;AirPods 3 (MagSafe);AirPods 3 (MagSafe);Estuche Magsafe;101;airpods3.png;Normal;
AirPods;AirPods 3 (MagSafe);AirPods 3 (MagSafe);AirPod izquierdo por batería;69;airpods3.png;Normal;
AirPods;AirPods 3 (MagSafe);AirPods 3 (MagSafe);AirPod derecho por batería;69;airpods3.png;Normal;
AirPods;AirPods 3 (MagSafe);AirPods 3 (MagSafe);Estuche por batería;69;airpods3.png;Normal;
AirPods;AirPods 3 (MagSafe);AirPods 3 (MagSafe);Otros daños;20;airpods3.png;AppleCare;
AirPods;AirPods 3 (MagSafe);AirPods 3 (MagSafe);Batería;0;airpods3.png;AppleCare;
AirPods;AirPods 3 (Lightning);AirPods 3 (Lightning);AirPod izquierdo;101;airpods3.png;Normal;
AirPods;AirPods 3 (Lightning);AirPods 3 (Lightning);AirPod derecho;101;airpods3.png;Normal;
AirPods;AirPods 3 (Lightning);AirPods 3 (Lightning);Estuche Lightning;91;airpods3.png;Normal;
AirPods;AirPods 3 (Lightning);AirPods 3 (Lightning);AirPod izquierdo por batería;69;airpods3.png;Normal;
AirPods;AirPods 3 (Lightning);AirPods 3 (Lightning);AirPod derecho por batería;69;airpods3.png;Normal;
AirPods;AirPods 3 (Lightning);AirPods 3 (Lightning);Estuche Lightning por batería;69;airpods3.png;Normal;
AirPods;AirPods 3 (Lightning);AirPods 3 (Lightning);Otros daños;29;airpods3.png;AppleCare;
AirPods;AirPods 3 (Lightning);AirPods 3 (Lightning);Batería;0;airpods3.png;AppleCare;
AirPods;AirPods 2 (inálambricos);AirPods 2 (inálambricos);AirPod izquierdo;101;airpods2.png;Normal;
AirPods;AirPods 2 (inálambricos);AirPods 2 (inálambricos);AirPod derecho;101;airpods2.png;Normal;
AirPods;AirPods 2 (inálambricos);AirPods 2 (inálambricos);Estuche;101;airpods2.png;Normal;
AirPods;AirPods 2 (inálambricos);AirPods 2 (inálambricos);AirPod izquierdo por batería;69;airpods2.png;Normal;
AirPods;AirPods 2 (inálambricos);AirPods 2 (inálambricos);AirPod derecho por batería;69;airpods2.png;Normal;
AirPods;AirPods 2 (inálambricos);AirPods 2 (inálambricos);Estuche por batería;69;airpods2.png;Normal;
AirPods;AirPods 2 (inálambricos);AirPods 2 (inálambricos);Otros daños;29;airpods2.png;AppleCare;
AirPods;AirPods 2 (inálambricos);AirPods 2 (inálambricos);Batería;0;airpods2.png;AppleCare;
AirPods;AirPods 2 (Lightning);AirPods 2 (Lightning);AirPod izquierdo ;101;airpods2.png;Normal;
AirPods;AirPods 2 (Lightning);AirPods 2 (Lightning);AirPod derecho;101;airpods2.png;Normal;
AirPods;AirPods 2 (Lightning);AirPods 2 (Lightning);Estuche;91;airpods2.png;Normal;
AirPods;AirPods 2 (Lightning);AirPods 2 (Lightning);AirPod izquierdo por batería;69;airpods2.png;Normal;
AirPods;AirPods 2 (Lightning);AirPods 2 (Lightning);AirPod derecho por batería;69;airpods2.png;Normal;
AirPods;AirPods 2 (Lightning);AirPods 2 (Lightning);Estuche por Batería;69;airpods2.png;Normal;
AirPods;AirPods 2 (Lightning);AirPods 2 (Lightning);Otros daños;29;airpods2.png;AppleCare;
AirPods;AirPods 2 (Lightning);AirPods 2 (Lightning);Batería;0;airpods2.png;AppleCare;
AirPods;Accesorios;Accesorios;Almohadillas (1 par de la misma talla);7;almohadillas.png;Normal;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M5) Wi-Fi;SWAP;1141;ipadpro13m5.png;Normal;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M5) Wi-Fi;Batería;235;ipadpro13m5.png;Normal;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M5) Wi-Fi;Pantalla (Solo por mail-in);899;ipadpro13m5.png;Normal;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M5) Wi-Fi;Otros daños (SWAP);99;ipadpro13m5.png;AppleCare;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M5) Wi-Fi;Batería;0;ipadpro13m5.png;AppleCare;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M5) Wi-Fi;Pantalla;29;ipadpro13m5.png;AppleCare;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M5) Wi-Fi + Cellular;SWAP;1201;ipadpro13m5.png;Normal;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M5) Wi-Fi + Cellular;Batería;235;ipadpro13m5.png;Normal;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M5) Wi-Fi + Cellular;Pantalla (Solo por mail-in);899;ipadpro13m5.png;Normal;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M5) Wi-Fi + Cellular;Otros daños (SWAP);99;ipadpro13m5.png;AppleCare;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M5) Wi-Fi + Cellular;Batería;0;ipadpro13m5.png;AppleCare;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M5) Wi-Fi + Cellular;Pantalla;29;ipadpro13m5.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M5) Wi-Fi;SWAP;971;ipadpro11m5.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M5) Wi-Fi;Batería;215;ipadpro11m5.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M5) Wi-Fi;Pantalla (Solo por mail-in);739;ipadpro11m5.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M5) Wi-Fi;Otros daños (SWAP);99;ipadpro11m5.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M5) Wi-Fi;Batería;0;ipadpro11m5.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M5) Wi-Fi;Pantalla;29;ipadpro11m5.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M5) Wi-Fi + Cellular;SWAP;1031;ipadpro11m5.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M5) Wi-Fi + Cellular;Batería;215;ipadpro11m5.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M5) Wi-Fi + Cellular;Pantalla (Solo por mail-in);739;ipadpro11m5.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M5) Wi-Fi + Cellular;Otros daños (SWAP);99;ipadpro11m5.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M5) Wi-Fi + Cellular;Batería;0;ipadpro11m5.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M5) Wi-Fi + Cellular;Pantalla;29;ipadpro11m5.png;AppleCare;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M4) Wi-Fi;SWAP;1141;ipadpro13m4.png;Normal;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M4) Wi-Fi;Batería;235;ipadpro13m4.png;Normal;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M4) Wi-Fi;Pantalla (Solo por mail-in);899;ipadpro13m4.png;Normal;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M4) Wi-Fi;Otros daños (SWAP);99;ipadpro13m4.png;AppleCare;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M4) Wi-Fi;Batería;0;ipadpro13m4.png;AppleCare;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M4) Wi-Fi;Pantalla;29;ipadpro13m4.png;AppleCare;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M4) Wi-Fi + Cellular;SWAP;1201;ipadpro13m4.png;Normal;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M4) Wi-Fi + Cellular;Batería;235;ipadpro13m4.png;Normal;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M4) Wi-Fi + Cellular;Pantalla (Solo por mail-in);899;ipadpro13m4.png;Normal;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M4) Wi-Fi + Cellular;Otros daños (SWAP);99;ipadpro13m4.png;AppleCare;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M4) Wi-Fi + Cellular;Batería;0;ipadpro13m4.png;AppleCare;
iPad;iPad Pro;iPad Pro de 13 pulgadas (M4) Wi-Fi + Cellular;Pantalla;29;ipadpro13m4.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M4) Wi-Fi;SWAP;971;ipadpro11m4.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M4) Wi-Fi;Batería;215;ipadpro11m4.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M4) Wi-Fi;Pantalla (Solo por mail-in);739;ipadpro11m4.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M4) Wi-Fi;Otros daños (SWAP);99;ipadpro11m4.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M4) Wi-Fi;Batería;0;ipadpro11m4.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M4) Wi-Fi;Pantalla;29;ipadpro11m4.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M4) Wi-Fi + Cellular;SWAP;1031;ipadpro11m4.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M4) Wi-Fi + Cellular;Batería;215;ipadpro11m4.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M4) Wi-Fi + Cellular;Pantalla (Solo por mail-in);739;ipadpro11m4.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M4) Wi-Fi + Cellular;Otros daños (SWAP);99;ipadpro11m4.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M4) Wi-Fi + Cellular;Batería;0;ipadpro11m4.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (M4) Wi-Fi + Cellular;Pantalla;29;ipadpro11m4.png;AppleCare;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (6.ª generación) Wi-Fi;SWAP;867;ipadpro6.png;Normal;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (6.ª generación) Wi-Fi;Batería;215;ipadpro6.png;Normal;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (6.ª generación) Wi-Fi;Otros daños (SWAP);49;ipadpro6.png;AppleCare;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (6.ª generación) Wi-Fi;Batería;0;ipadpro6.png;AppleCare;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (6.ª generación) Wi-Fi + Cellular;SWAP;921;ipadpro6.png;Normal;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (6.ª generación) Wi-Fi + Cellular;Batería;215;ipadpro6.png;Normal;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (6.ª generación) Wi-Fi + Cellular;Otros daños (SWAP);49;ipadpro6.png;AppleCare;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (6.ª generación) Wi-Fi + Cellular;Batería;0;ipadpro6.png;AppleCare;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (5.ª generación) Wi-Fi;SWAP;867;ipadpro5.png;Normal;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (5.ª generación) Wi-Fi;Batería;145;ipadpro5.png;Normal;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (5.ª generación) Wi-Fi;Otros daños (SWAP);49;ipadpro5.png;AppleCare;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (5.ª generación) Wi-Fi;Batería;0;ipadpro5.png;AppleCare;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (5.ª generación) Wi-Fi + Cellular;SWAP;921;ipadpro5.png;Normal;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (5.ª generación) Wi-Fi + Cellular;Batería;145;ipadpro5.png;Normal;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (5.ª generación) Wi-Fi + Cellular;Otros daños (SWAP);49;ipadpro5.png;AppleCare;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (5.ª generación) Wi-Fi + Cellular;Batería;0;ipadpro5.png;AppleCare;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (4.ª generación);SWAP;751;ipadpro412.png;Normal;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (4.ª generación);Batería;145;ipadpro412.png;Normal;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (4.ª generación);Otros daños (SWAP);49;ipadpro412.png;AppleCare;
iPad;iPad Pro;iPad Pro de 12,9 pulgadas (4.ª generación);Batería;0;ipadpro412.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (4.ª generación) Wi-Fi;SWAP;641;ipadpro411.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (4.ª generación) Wi-Fi;Batería;145;ipadpro411.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (4.ª generación) Wi-Fi;Otros daños (SWAP);49;ipadpro411.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (4.ª generación) Wi-Fi;Batería;0;ipadpro411.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (4.ª generación) Wi-Fi + Cellular;SWAP;691;ipadpro411.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (4.ª generación) Wi-Fi + Cellular;Batería;145;ipadpro411.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (4.ª generación) Wi-Fi + Cellular;Otros daños (SWAP);49;ipadpro411.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (4.ª generación) Wi-Fi + Cellular;Batería;0;ipadpro411.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (3.ª generación) Wi-Fi;SWAP;641;ipadpro3.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (3.ª generación) Wi-Fi;Batería;145;ipadpro3.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (3.ª generación) Wi-Fi;Otros daños (SWAP);49;ipadpro3.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (3.ª generación) Wi-Fi;Batería;0;ipadpro3.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (3.ª generación) Wi-Fi + Cellular;SWAP;691;ipadpro3.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (3.ª generación) Wi-Fi + Cellular;Batería;145;ipadpro3.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (3.ª generación) Wi-Fi + Cellular;Otros daños (SWAP);49;ipadpro3.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (3.ª generación) Wi-Fi + Cellular;Batería;0;ipadpro3.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (2.ª generación);SWAP;581;ipadpro2.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (2.ª generación);Batería;145;ipadpro2.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas (2.ª generación);Otros daños (SWAP);49;ipadpro2.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas (2.ª generación);Batería;0;ipadpro2.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas;SWAP;581;ipadpro.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas;Batería;145;ipadpro.png;Normal;
iPad;iPad Pro;iPad Pro de 11 pulgadas;Otros daños (SWAP);49;ipadpro.png;AppleCare;
iPad;iPad Pro;iPad Pro de 11 pulgadas;Batería;0;ipadpro.png;AppleCare;
iPad;iPad mini;iPad mini (A17 Pro) Wi-Fi;SWAP;431;ipadmini17.png;Normal;
iPad;iPad mini;iPad mini (A17 Pro) Wi-Fi;Batería;145;ipadmini17.png;Normal;
iPad;iPad mini;iPad mini (A17 Pro) Wi-Fi;Otros daños (SWAP);99;ipadmini17.png;AppleCare;
iPad;iPad mini;iPad mini (A17 Pro) Wi-Fi;Batería;0;ipadmini17.png;AppleCare;
iPad;iPad mini;iPad mini (A17 Pro) Wi-Fi;Pantalla;29;ipadmini17.png;AppleCare;
iPad;iPad mini;iPad mini (A17 Pro) Wi-Fi + Cellular;SWAP;477;ipadmini17.png;Normal;
